season,playerId,player,team,conference,category,statType,stat
2024,4612078,JaCobian Morgan,Jackson State,SWAC,passing,YPA,8.7
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,ATT,245
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,COMPLETIONS,143
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,INT,6
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,PCT,0.584
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,TD,12
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,YDS,1608
2024,4618083,Ethan Hampton,Northern Illinois,Mid-American,passing,YPA,6.6
2024,4678006,Elijah Arroyo,Miami,ACC,passing,ATT,1
2024,4678006,Elijah Arroyo,Miami,ACC,passing,COMPLETIONS,1
2024,4678006,Elijah Arroyo,Miami,ACC,passing,INT,0
2024,4678006,Elijah Arroyo,Miami,ACC,passing,PCT,1.000
2024,4678006,Elijah Arroyo,Miami,ACC,passing,TD,1
2024,4678006,Elijah Arroyo,Miami,ACC,passing,YDS,7
2024,4678006,Elijah Arroyo,Miami,ACC,passing,YPA,7.0
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,ATT,224
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,COMPLETIONS,136
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,INT,6
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,PCT,0.607
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,TD,10
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,YDS,1562
2024,4678010,Kyron Drones,Virginia Tech,ACC,passing,YPA,7.0
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,ATT,418
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,COMPLETIONS,269
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,INT,10
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,PCT,0.644
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,TD,16
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,YDS,3092
2024,4682518,Nick Vattiato,Middle Tennessee,Conference USA,passing,YPA,7.4
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,ATT,16
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,COMPLETIONS,9
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,INT,2
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,PCT,0.563
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,TD,0
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,YDS,48
2024,4682565,Tyler Macon,Alcorn State,SWAC,passing,YPA,3.0
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,ATT,13
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,COMPLETIONS,6
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,INT,2
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,PCT,0.462
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,TD,2
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,YDS,149
2024,4682642,D.C. Tabscott,North Alabama,UAC,passing,YPA,11.5
2024,4682648,Malachi Fields,Virginia,ACC,passing,ATT,3
2024,4682648,Malachi Fields,Virginia,ACC,passing,COMPLETIONS,2
2024,4682648,Malachi Fields,Virginia,ACC,passing,INT,0
2024,4682648,Malachi Fields,Virginia,ACC,passing,PCT,0.667
2024,4682648,Malachi Fields,Virginia,ACC,passing,TD,0
2024,4682648,Malachi Fields,Virginia,ACC,passing,YDS,51
2024,4682648,Malachi Fields,Virginia,ACC,passing,YPA,17.0
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,ATT,48
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,COMPLETIONS,37
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,INT,0
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,PCT,0.771
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,TD,3
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,YDS,394
2024,4682688,Kaiya Sheron,UT Martin,Big South-OVC,passing,YPA,8.2
2024,4682927,Billy Wiles,App State,Sun Belt,passing,ATT,1
2024,4682927,Billy Wiles,App State,Sun Belt,passing,COMPLETIONS,0
2024,4682927,Billy Wiles,App State,Sun Belt,passing,INT,1
2024,4682927,Billy Wiles,App State,Sun Belt,passing,PCT,0.000
2024,4682927,Billy Wiles,App State,Sun Belt,passing,TD,0
2024,4682927,Billy Wiles,App State,Sun Belt,passing,YDS,0
2024,4682927,Billy Wiles,App State,Sun Belt,passing,YPA,0.0
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,ATT,40
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,COMPLETIONS,22
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,INT,3
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,PCT,0.550
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,TD,2
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,YDS,234
2024,4683012,Eddie Lee Marburger,UTSA,American Athletic,passing,YPA,5.9
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,ATT,53
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,COMPLETIONS,38
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,INT,3
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,PCT,0.717
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,TD,3
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,YDS,474
2024,4683058,Brendan Sullivan,Iowa,Big Ten,passing,YPA,8.9
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,ATT,167
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,COMPLETIONS,98
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,INT,5
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,PCT,0.587
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,TD,10
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,YDS,1056
2024,4683182,Nate Yarnell,Pittsburgh,ACC,passing,YPA,6.3
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,ATT,12
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,COMPLETIONS,7
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,INT,1
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,PCT,0.583
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,TD,2
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,YDS,104
2024,4683218,Zy McDonald,Jackson State,SWAC,passing,YPA,8.7
2024,4683227,Joseph Manjack,Houston,Big 12,passing,ATT,3
2024,4683227,Joseph Manjack,Houston,Big 12,passing,COMPLETIONS,2
2024,4683227,Joseph Manjack,Houston,Big 12,passing,INT,1
2024,4683227,Joseph Manjack,Houston,Big 12,passing,PCT,0.667
2024,4683227,Joseph Manjack,Houston,Big 12,passing,TD,0
2024,4683227,Joseph Manjack,Houston,Big 12,passing,YDS,29
2024,4683227,Joseph Manjack,Houston,Big 12,passing,YPA,9.7
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,ATT,18
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,COMPLETIONS,10
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,INT,1
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,PCT,0.556
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,TD,0
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,YDS,101
2024,4683263,Heinrich Haarberg,Nebraska,Big Ten,passing,YPA,5.6
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,ATT,1
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,COMPLETIONS,0
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,INT,0
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,PCT,0.000
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,TD,0
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,YDS,0
2024,4683282,Justin Lynch,Northern Illinois,Mid-American,passing,YPA,0.0
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,ATT,160
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,COMPLETIONS,94
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,INT,7
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,PCT,0.588
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,TD,7
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,YDS,1114
2024,4683291,Joey Labas,Central Michigan,Mid-American,passing,YPA,7.0
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,ATT,258
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,COMPLETIONS,174
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,INT,4
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,PCT,0.674
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,TD,27
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,YDS,2387
2024,4683311,Sam Vidlak,Stephen F. Austin,Southland,passing,YPA,9.3
2024,4683386,William Haskell,Portland State,Big Sky,passing,ATT,19
2024,4683386,William Haskell,Portland State,Big Sky,passing,COMPLETIONS,12
2024,4683386,William Haskell,Portland State,Big Sky,passing,INT,1
2024,4683386,William Haskell,Portland State,Big Sky,passing,PCT,0.632
2024,4683386,William Haskell,Portland State,Big Sky,passing,TD,2
2024,4683386,William Haskell,Portland State,Big Sky,passing,YDS,80
2024,4683386,William Haskell,Portland State,Big Sky,passing,YPA,4.2
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,ATT,403
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,COMPLETIONS,269
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,INT,8
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,PCT,0.667
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,TD,21
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,YDS,2861
2024,4683423,Riley Leonard,Notre Dame,FBS Independents,passing,YPA,7.1
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,ATT,6
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,COMPLETIONS,5
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,INT,0
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,PCT,0.833
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,TD,0
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,YDS,64
2024,4683451,Cameron Friel,UNLV,Mountain West,passing,YPA,10.7
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,ATT,349
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,COMPLETIONS,182
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,INT,11
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,PCT,0.521
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,TD,17
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,YDS,2173
2024,4683471,Brady Olson,Central Connecticut,NEC,passing,YPA,6.2
2024,4683867,Xavier Ward,San José State,Mountain West,passing,ATT,3
2024,4683867,Xavier Ward,San José State,Mountain West,passing,COMPLETIONS,1
2024,4683867,Xavier Ward,San José State,Mountain West,passing,INT,1
2024,4683867,Xavier Ward,San José State,Mountain West,passing,PCT,0.333
2024,4683867,Xavier Ward,San José State,Mountain West,passing,TD,0
2024,4683867,Xavier Ward,San José State,Mountain West,passing,YDS,16
2024,4683867,Xavier Ward,San José State,Mountain West,passing,YPA,5.3
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,ATT,4
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,COMPLETIONS,3
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,INT,0
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,PCT,0.750
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,TD,0
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,YDS,17
2024,4683912,Hunter Herring,UL Monroe,Sun Belt,passing,YPA,4.3
2024,4683967,Wilson Berry,Kentucky,SEC,passing,ATT,1
2024,4683967,Wilson Berry,Kentucky,SEC,passing,COMPLETIONS,0
2024,4683967,Wilson Berry,Kentucky,SEC,passing,INT,1
2024,4683967,Wilson Berry,Kentucky,SEC,passing,PCT,0.000
2024,4683967,Wilson Berry,Kentucky,SEC,passing,TD,0
2024,4683967,Wilson Berry,Kentucky,SEC,passing,YDS,0
2024,4683967,Wilson Berry,Kentucky,SEC,passing,YPA,0.0
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,ATT,30
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,COMPLETIONS,22
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,INT,0
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,PCT,0.733
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,TD,0
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,YDS,200
2024,4684003,Tahj Bullock,Akron,Mid-American,passing,YPA,6.7
2024,4684278,Jakolby Longino,Lamar,Southland,passing,ATT,53
2024,4684278,Jakolby Longino,Lamar,Southland,passing,COMPLETIONS,30
2024,4684278,Jakolby Longino,Lamar,Southland,passing,INT,0
2024,4684278,Jakolby Longino,Lamar,Southland,passing,PCT,0.566
2024,4684278,Jakolby Longino,Lamar,Southland,passing,TD,5
2024,4684278,Jakolby Longino,Lamar,Southland,passing,YDS,370
2024,4684278,Jakolby Longino,Lamar,Southland,passing,YPA,7.0
2024,4684502,Justin Lamson,Stanford,ACC,passing,ATT,47
2024,4684502,Justin Lamson,Stanford,ACC,passing,COMPLETIONS,24
2024,4684502,Justin Lamson,Stanford,ACC,passing,INT,2
2024,4684502,Justin Lamson,Stanford,ACC,passing,PCT,0.511
2024,4684502,Justin Lamson,Stanford,ACC,passing,TD,4
2024,4684502,Justin Lamson,Stanford,ACC,passing,YDS,300
2024,4684502,Justin Lamson,Stanford,ACC,passing,YPA,6.4
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,ATT,1
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,COMPLETIONS,0
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,INT,0
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,PCT,0.000
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,TD,0
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,YDS,0
2024,4685110,Anthony Smith,East Carolina,American Athletic,passing,YPA,0.0
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,ATT,1
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,COMPLETIONS,1
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,INT,0
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,PCT,1.000
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,TD,0
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,YDS,21
2024,4685116,D.J. Herman,San Diego State,Mountain West,passing,YPA,21.0
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,ATT,24
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,COMPLETIONS,12
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,INT,0
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,PCT,0.500
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,TD,0
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,YDS,50
2024,4685166,Jonah Chong,Northern Colorado,Big Sky,passing,YPA,2.1
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,ATT,68
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,COMPLETIONS,43
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,INT,0
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,PCT,0.632
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,TD,1
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,YDS,422
2024,4685186,Tyler Van Dyke,Wisconsin,Big Ten,passing,YPA,6.2
2024,4685252,Henry Belin IV,Duke,ACC,passing,ATT,45
2024,4685252,Henry Belin IV,Duke,ACC,passing,COMPLETIONS,26
2024,4685252,Henry Belin IV,Duke,ACC,passing,INT,1
2024,4685252,Henry Belin IV,Duke,ACC,passing,PCT,0.578
2024,4685252,Henry Belin IV,Duke,ACC,passing,TD,2
2024,4685252,Henry Belin IV,Duke,ACC,passing,YDS,243
2024,4685252,Henry Belin IV,Duke,ACC,passing,YPA,5.4
2024,4685291,Jacurri Brown,UCF,Big 12,passing,ATT,66
2024,4685291,Jacurri Brown,UCF,Big 12,passing,COMPLETIONS,34
2024,4685291,Jacurri Brown,UCF,Big 12,passing,INT,4
2024,4685291,Jacurri Brown,UCF,Big 12,passing,PCT,0.515
2024,4685291,Jacurri Brown,UCF,Big 12,passing,TD,1
2024,4685291,Jacurri Brown,UCF,Big 12,passing,YDS,387
2024,4685291,Jacurri Brown,UCF,Big 12,passing,YPA,5.9
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,ATT,410
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,COMPLETIONS,269
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,INT,11
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,PCT,0.656
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,TD,17
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,YDS,2831
2024,4685345,JC French,Georgia Southern,Sun Belt,passing,YPA,6.9
2024,4685391,Walker Howard,Ole Miss,SEC,passing,ATT,2
2024,4685391,Walker Howard,Ole Miss,SEC,passing,COMPLETIONS,0
2024,4685391,Walker Howard,Ole Miss,SEC,passing,INT,0
2024,4685391,Walker Howard,Ole Miss,SEC,passing,PCT,0.000
2024,4685391,Walker Howard,Ole Miss,SEC,passing,TD,0
2024,4685391,Walker Howard,Ole Miss,SEC,passing,YDS,0
2024,4685391,Walker Howard,Ole Miss,SEC,passing,YPA,0.0
2024,4685401,Josh Hoover,TCU,Big 12,passing,ATT,471
2024,4685401,Josh Hoover,TCU,Big 12,passing,COMPLETIONS,313
2024,4685401,Josh Hoover,TCU,Big 12,passing,INT,11
2024,4685401,Josh Hoover,TCU,Big 12,passing,PCT,0.665
2024,4685401,Josh Hoover,TCU,Big 12,passing,TD,27
2024,4685401,Josh Hoover,TCU,Big 12,passing,YDS,3949
2024,4685401,Josh Hoover,TCU,Big 12,passing,YPA,8.4
2024,4685413,Cade Klubnik,Clemson,ACC,passing,ATT,486
2024,4685413,Cade Klubnik,Clemson,ACC,passing,COMPLETIONS,308
2024,4685413,Cade Klubnik,Clemson,ACC,passing,INT,6
2024,4685413,Cade Klubnik,Clemson,ACC,passing,PCT,0.634
2024,4685413,Cade Klubnik,Clemson,ACC,passing,TD,36
2024,4685413,Cade Klubnik,Clemson,ACC,passing,YDS,3639
2024,4685413,Cade Klubnik,Clemson,ACC,passing,YPA,7.5
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,ATT,35
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,COMPLETIONS,24
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,INT,0
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,PCT,0.686
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,TD,1
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,YDS,179
2024,4685435,Justyn Martin,UCLA,Big Ten,passing,YPA,5.1
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,ATT,1
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,COMPLETIONS,0
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,INT,0
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,PCT,0.000
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,TD,0
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,YDS,0
2024,4685436,Antonio Martin,SE Louisiana,Southland,passing,YPA,0.0
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,ATT,7
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,COMPLETIONS,3
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,INT,0
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,PCT,0.429
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,TD,1
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,YDS,18
2024,4685440,Kyle Lowe,Georgia State,Sun Belt,passing,YPA,2.6
2024,4685454,Jayden Maiava,USC,Big Ten,passing,ATT,169
2024,4685454,Jayden Maiava,USC,Big Ten,passing,COMPLETIONS,101
2024,4685454,Jayden Maiava,USC,Big Ten,passing,INT,6
2024,4685454,Jayden Maiava,USC,Big Ten,passing,PCT,0.598
2024,4685454,Jayden Maiava,USC,Big Ten,passing,TD,11
2024,4685454,Jayden Maiava,USC,Big Ten,passing,YDS,1201
2024,4685454,Jayden Maiava,USC,Big Ten,passing,YPA,7.1
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,ATT,56
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,COMPLETIONS,37
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,INT,2
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,PCT,0.661
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,TD,5
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,YDS,434
2024,4685459,Nicco Marchiol,West Virginia,Big 12,passing,YPA,7.8
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,ATT,2
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,COMPLETIONS,1
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,INT,0
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,PCT,0.500
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,TD,0
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,YDS,14
2024,4685472,Tetairoa Mcmillan,Arizona,Big 12,passing,YPA,7.0
2024,4685488,MJ Morris,Maryland,Big Ten,passing,ATT,61
2024,4685488,MJ Morris,Maryland,Big Ten,passing,COMPLETIONS,36
2024,4685488,MJ Morris,Maryland,Big Ten,passing,INT,5
2024,4685488,MJ Morris,Maryland,Big Ten,passing,PCT,0.590
2024,4685488,MJ Morris,Maryland,Big Ten,passing,TD,5
2024,4685488,MJ Morris,Maryland,Big Ten,passing,YDS,350
2024,4685488,MJ Morris,Maryland,Big Ten,passing,YPA,5.7
2024,4685495,Alex Orji,Michigan,Big Ten,passing,ATT,49
2024,4685495,Alex Orji,Michigan,Big Ten,passing,COMPLETIONS,26
2024,4685495,Alex Orji,Michigan,Big Ten,passing,INT,2
2024,4685495,Alex Orji,Michigan,Big Ten,passing,PCT,0.531
2024,4685495,Alex Orji,Michigan,Big Ten,passing,TD,3
2024,4685495,Alex Orji,Michigan,Big Ten,passing,YDS,151
2024,4685495,Alex Orji,Michigan,Big Ten,passing,YPA,3.1
2024,4685497,Maalik Murphy,Duke,ACC,passing,ATT,421
2024,4685497,Maalik Murphy,Duke,ACC,passing,COMPLETIONS,254
2024,4685497,Maalik Murphy,Duke,ACC,passing,INT,12
2024,4685497,Maalik Murphy,Duke,ACC,passing,PCT,0.603
2024,4685497,Maalik Murphy,Duke,ACC,passing,TD,26
2024,4685497,Maalik Murphy,Duke,ACC,passing,YDS,2932
2024,4685497,Maalik Murphy,Duke,ACC,passing,YPA,7.0
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,ATT,33
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,COMPLETIONS,17
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,INT,1
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,PCT,0.515
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,TD,2
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,YDS,192
2024,4685521,Garret Rangel,Oklahoma State,Big 12,passing,YPA,5.8
2024,4685522,Ty Simpson,Alabama,SEC,passing,ATT,25
2024,4685522,Ty Simpson,Alabama,SEC,passing,COMPLETIONS,14
2024,4685522,Ty Simpson,Alabama,SEC,passing,INT,0
2024,4685522,Ty Simpson,Alabama,SEC,passing,PCT,0.560
2024,4685522,Ty Simpson,Alabama,SEC,passing,TD,0
2024,4685522,Ty Simpson,Alabama,SEC,passing,YDS,167
2024,4685522,Ty Simpson,Alabama,SEC,passing,YPA,6.7
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,ATT,1
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,COMPLETIONS,0
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,INT,0
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,PCT,0.000
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,TD,0
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,YDS,0
2024,4685553,Brenen Thompson,Oklahoma,SEC,passing,YPA,0.0
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,ATT,114
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,COMPLETIONS,64
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,INT,5
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,PCT,0.561
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,TD,3
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,YDS,819
2024,4685574,Conner Weigman,Texas A&M,SEC,passing,YPA,7.2
2024,4685578,Gunner Stockton,Georgia,SEC,passing,ATT,64
2024,4685578,Gunner Stockton,Georgia,SEC,passing,COMPLETIONS,45
2024,4685578,Gunner Stockton,Georgia,SEC,passing,INT,1
2024,4685578,Gunner Stockton,Georgia,SEC,passing,PCT,0.703
2024,4685578,Gunner Stockton,Georgia,SEC,passing,TD,1
2024,4685578,Gunner Stockton,Georgia,SEC,passing,YDS,440
2024,4685578,Gunner Stockton,Georgia,SEC,passing,YPA,6.9
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,ATT,82
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,COMPLETIONS,45
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,INT,2
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,PCT,0.549
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,TD,3
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,YDS,432
2024,4685693,Devin Kargman,Kent State,Mid-American,passing,YPA,5.3
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,ATT,36
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,COMPLETIONS,24
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,INT,0
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,PCT,0.667
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,TD,3
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,YDS,268
2024,4685694,Steven Angeli,Notre Dame,FBS Independents,passing,YPA,7.4
