season,playerId,player,team,conference,category,statType,stat
2024,-112358, Team,Long Island University,NEC,passing,ATT,1
2024,-112358, Team,Long Island University,NEC,passing,COMPLETIONS,0
2024,-112358, Team,Long Island University,NEC,passing,INT,0
2024,-112358, Team,Long Island University,NEC,passing,PCT,0.000
2024,-112358, Team,Long Island University,NEC,passing,TD,0
2024,-112358, Team,Long Island University,NEC,passing,YDS,0
2024,-112358, Team,Long Island University,NEC,passing,YPA,0.0
2024,-107006, Team,Charlotte,American Athletic,passing,ATT,1
2024,-107006, Team,Charlotte,American Athletic,passing,COMPLETIONS,0
2024,-107006, Team,Charlotte,American Athletic,passing,INT,0
2024,-107006, Team,Charlotte,American Athletic,passing,PCT,0.000
2024,-107006, Team,Charlotte,American Athletic,passing,TD,0
2024,-107006, Team,Charlotte,American Athletic,passing,YDS,0
2024,-107006, Team,Charlotte,American Athletic,passing,YPA,0.0
2024,-106999, Team,Stetson,Pioneer,passing,ATT,2
2024,-106999, Team,Stetson,Pioneer,passing,COMPLETIONS,0
2024,-106999, Team,Stetson,Pioneer,passing,INT,0
2024,-106999, Team,Stetson,Pioneer,passing,PCT,0.000
2024,-106999, Team,Stetson,Pioneer,passing,TD,0
2024,-106999, Team,Stetson,Pioneer,passing,YDS,0
2024,-106999, Team,Stetson,Pioneer,passing,YPA,0.0
2024,-103071, Team,UTSA,American Athletic,passing,ATT,1
2024,-103071, Team,UTSA,American Athletic,passing,COMPLETIONS,0
2024,-103071, Team,UTSA,American Athletic,passing,INT,0
2024,-103071, Team,UTSA,American Athletic,passing,PCT,0.000
2024,-103071, Team,UTSA,American Athletic,passing,TD,0
2024,-103071, Team,UTSA,American Athletic,passing,YDS,0
2024,-103071, Team,UTSA,American Athletic,passing,YPA,0.0
2024,-96544, Team,Lamar,Southland,passing,ATT,1
2024,-96544, Team,Lamar,Southland,passing,COMPLETIONS,0
2024,-96544, Team,Lamar,Southland,passing,INT,0
2024,-96544, Team,Lamar,Southland,passing,PCT,0.000
2024,-96544, Team,Lamar,Southland,passing,TD,0
2024,-96544, Team,Lamar,Southland,passing,YDS,0
2024,-96544, Team,Lamar,Southland,passing,YPA,0.0
2024,-88716, Team,Incarnate Word,Southland,passing,ATT,1
2024,-88716, Team,Incarnate Word,Southland,passing,COMPLETIONS,0
2024,-88716, Team,Incarnate Word,Southland,passing,INT,0
2024,-88716, Team,Incarnate Word,Southland,passing,PCT,0.000
2024,-88716, Team,Incarnate Word,Southland,passing,TD,0
2024,-88716, Team,Incarnate Word,Southland,passing,YDS,0
2024,-88716, Team,Incarnate Word,Southland,passing,YPA,0.0
2024,-81909, Team,Campbell,CAA,passing,ATT,1
2024,-81909, Team,Campbell,CAA,passing,COMPLETIONS,0
2024,-81909, Team,Campbell,CAA,passing,INT,0
2024,-81909, Team,Campbell,CAA,passing,PCT,0.000
2024,-81909, Team,Campbell,CAA,passing,TD,0
2024,-81909, Team,Campbell,CAA,passing,YDS,0
2024,-81909, Team,Campbell,CAA,passing,YPA,0.0
2024,-66489, Team,Presbyterian,Pioneer,passing,ATT,2
2024,-66489, Team,Presbyterian,Pioneer,passing,COMPLETIONS,0
2024,-66489, Team,Presbyterian,Pioneer,passing,INT,0
2024,-66489, Team,Presbyterian,Pioneer,passing,PCT,0.000
2024,-66489, Team,Presbyterian,Pioneer,passing,TD,0
2024,-66489, Team,Presbyterian,Pioneer,passing,YDS,0
2024,-66489, Team,Presbyterian,Pioneer,passing,YPA,0.0
2024,-15611, Team,SE Louisiana,Southland,passing,ATT,2
2024,-15611, Team,SE Louisiana,Southland,passing,COMPLETIONS,0
2024,-15611, Team,SE Louisiana,Southland,passing,INT,0
2024,-15611, Team,SE Louisiana,Southland,passing,PCT,0.000
2024,-15611, Team,SE Louisiana,Southland,passing,TD,0
2024,-15611, Team,SE Louisiana,Southland,passing,YDS,0
2024,-15611, Team,SE Louisiana,Southland,passing,YPA,0.0
2024,-12288, Team,Dartmouth,Ivy,passing,ATT,2
2024,-12288, Team,Dartmouth,Ivy,passing,COMPLETIONS,0
2024,-12288, Team,Dartmouth,Ivy,passing,INT,0
2024,-12288, Team,Dartmouth,Ivy,passing,PCT,0.000
2024,-12288, Team,Dartmouth,Ivy,passing,TD,0
2024,-12288, Team,Dartmouth,Ivy,passing,YDS,0
2024,-12288, Team,Dartmouth,Ivy,passing,YPA,0.0
2024,-12170, Team,Sacred Heart,FCS Independents,passing,ATT,2
2024,-12170, Team,Sacred Heart,FCS Independents,passing,COMPLETIONS,0
2024,-12170, Team,Sacred Heart,FCS Independents,passing,INT,0
2024,-12170, Team,Sacred Heart,FCS Independents,passing,PCT,0.000
2024,-12170, Team,Sacred Heart,FCS Independents,passing,TD,0
2024,-12170, Team,Sacred Heart,FCS Independents,passing,YDS,0
2024,-12170, Team,Sacred Heart,FCS Independents,passing,YPA,0.0
2024,-8097, Team,Youngstown State,MVFC,passing,ATT,2
2024,-8097, Team,Youngstown State,MVFC,passing,COMPLETIONS,0
2024,-8097, Team,Youngstown State,MVFC,passing,INT,0
2024,-8097, Team,Youngstown State,MVFC,passing,PCT,0.000
2024,-8097, Team,Youngstown State,MVFC,passing,TD,0
2024,-8097, Team,Youngstown State,MVFC,passing,YDS,0
2024,-8097, Team,Youngstown State,MVFC,passing,YPA,0.0
2024,-8086, Team,Wyoming,Mountain West,passing,ATT,1
2024,-8086, Team,Wyoming,Mountain West,passing,COMPLETIONS,0
2024,-8086, Team,Wyoming,Mountain West,passing,INT,0
2024,-8086, Team,Wyoming,Mountain West,passing,PCT,0.000
2024,-8086, Team,Wyoming,Mountain West,passing,TD,0
2024,-8086, Team,Wyoming,Mountain West,passing,YDS,0
2024,-8086, Team,Wyoming,Mountain West,passing,YPA,0.0
2024,-8065, Team,Wofford,Southern,passing,ATT,1
2024,-8065, Team,Wofford,Southern,passing,COMPLETIONS,0
2024,-8065, Team,Wofford,Southern,passing,INT,0
2024,-8065, Team,Wofford,Southern,passing,PCT,0.000
2024,-8065, Team,Wofford,Southern,passing,TD,0
2024,-8065, Team,Wofford,Southern,passing,YDS,0
2024,-8065, Team,Wofford,Southern,passing,YPA,0.0
2024,-7914, Team,West Georgia,UAC,passing,ATT,1
2024,-7914, Team,West Georgia,UAC,passing,COMPLETIONS,0
2024,-7914, Team,West Georgia,UAC,passing,INT,0
2024,-7914, Team,West Georgia,UAC,passing,PCT,0.000
2024,-7914, Team,West Georgia,UAC,passing,TD,0
2024,-7914, Team,West Georgia,UAC,passing,YDS,0
2024,-7914, Team,West Georgia,UAC,passing,YPA,0.0
2024,-7893, Team,Western Carolina,Southern,passing,ATT,1
2024,-7893, Team,Western Carolina,Southern,passing,COMPLETIONS,0
2024,-7893, Team,Western Carolina,Southern,passing,INT,0
2024,-7893, Team,Western Carolina,Southern,passing,PCT,0.000
2024,-7893, Team,Western Carolina,Southern,passing,TD,0
2024,-7893, Team,Western Carolina,Southern,passing,YDS,0
2024,-7893, Team,Western Carolina,Southern,passing,YPA,0.0
2024,-7854, Team,Washington,Big Ten,passing,ATT,1
2024,-7854, Team,Washington,Big Ten,passing,COMPLETIONS,0
2024,-7854, Team,Washington,Big Ten,passing,INT,0
2024,-7854, Team,Washington,Big Ten,passing,PCT,0.000
2024,-7854, Team,Washington,Big Ten,passing,TD,0
2024,-7854, Team,Washington,Big Ten,passing,YDS,0
2024,-7854, Team,Washington,Big Ten,passing,YPA,0.0
2024,-7828, Team,Wagner,NEC,passing,ATT,1
2024,-7828, Team,Wagner,NEC,passing,COMPLETIONS,0
2024,-7828, Team,Wagner,NEC,passing,INT,0
2024,-7828, Team,Wagner,NEC,passing,PCT,0.000
2024,-7828, Team,Wagner,NEC,passing,TD,0
2024,-7828, Team,Wagner,NEC,passing,YDS,0
2024,-7828, Team,Wagner,NEC,passing,YPA,0.0
2024,-7809, Team,Virginia,ACC,passing,ATT,1
2024,-7809, Team,Virginia,ACC,passing,COMPLETIONS,0
2024,-7809, Team,Virginia,ACC,passing,INT,0
2024,-7809, Team,Virginia,ACC,passing,PCT,0.000
2024,-7809, Team,Virginia,ACC,passing,TD,0
2024,-7809, Team,Virginia,ACC,passing,YDS,0
2024,-7809, Team,Virginia,ACC,passing,YPA,0.0
2024,-7790, Team,Valparaiso,Pioneer,passing,ATT,1
2024,-7790, Team,Valparaiso,Pioneer,passing,COMPLETIONS,0
2024,-7790, Team,Valparaiso,Pioneer,passing,INT,0
2024,-7790, Team,Valparaiso,Pioneer,passing,PCT,0.000
2024,-7790, Team,Valparaiso,Pioneer,passing,TD,0
2024,-7790, Team,Valparaiso,Pioneer,passing,YDS,0
2024,-7790, Team,Valparaiso,Pioneer,passing,YPA,0.0
2024,-7753, Team,UNLV,Mountain West,passing,ATT,1
2024,-7753, Team,UNLV,Mountain West,passing,COMPLETIONS,0
2024,-7753, Team,UNLV,Mountain West,passing,INT,0
2024,-7753, Team,UNLV,Mountain West,passing,PCT,0.000
2024,-7753, Team,UNLV,Mountain West,passing,TD,0
2024,-7753, Team,UNLV,Mountain West,passing,YDS,0
2024,-7753, Team,UNLV,Mountain West,passing,YPA,0.0
2024,-7655, Team,Towson,CAA,passing,ATT,2
2024,-7655, Team,Towson,CAA,passing,COMPLETIONS,0
2024,-7655, Team,Towson,CAA,passing,INT,0
2024,-7655, Team,Towson,CAA,passing,PCT,0.000
2024,-7655, Team,Towson,CAA,passing,TD,0
2024,-7655, Team,Towson,CAA,passing,YDS,0
2024,-7655, Team,Towson,CAA,passing,YPA,0.0
2024,-7650, Team,Toledo,Mid-American,passing,ATT,1
2024,-7650, Team,Toledo,Mid-American,passing,COMPLETIONS,0
2024,-7650, Team,Toledo,Mid-American,passing,INT,0
2024,-7650, Team,Toledo,Mid-American,passing,PCT,0.000
2024,-7650, Team,Toledo,Mid-American,passing,TD,0
2024,-7650, Team,Toledo,Mid-American,passing,YDS,0
2024,-7650, Team,Toledo,Mid-American,passing,YPA,0.0
2024,-7622, Team,Texas A&M,SEC,passing,ATT,1
2024,-7622, Team,Texas A&M,SEC,passing,COMPLETIONS,0
2024,-7622, Team,Texas A&M,SEC,passing,INT,0
2024,-7622, Team,Texas A&M,SEC,passing,PCT,0.000
2024,-7622, Team,Texas A&M,SEC,passing,TD,0
2024,-7622, Team,Texas A&M,SEC,passing,YDS,0
2024,-7622, Team,Texas A&M,SEC,passing,YPA,0.0
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,ATT,2
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,COMPLETIONS,0
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,INT,0
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,PCT,0.000
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,TD,0
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,YDS,0
2024,-7610, Team,Tennessee Tech,Big South-OVC,passing,YPA,0.0
2024,-7595, Team,TCU,Big 12,passing,ATT,1
2024,-7595, Team,TCU,Big 12,passing,COMPLETIONS,0
2024,-7595, Team,TCU,Big 12,passing,INT,0
2024,-7595, Team,TCU,Big 12,passing,PCT,0.000
2024,-7595, Team,TCU,Big 12,passing,TD,0
2024,-7595, Team,TCU,Big 12,passing,YDS,0
2024,-7595, Team,TCU,Big 12,passing,YPA,0.0
2024,-7589, Team,Tarleton State,UAC,passing,ATT,1
2024,-7589, Team,Tarleton State,UAC,passing,COMPLETIONS,0
2024,-7589, Team,Tarleton State,UAC,passing,INT,0
2024,-7589, Team,Tarleton State,UAC,passing,PCT,0.000
2024,-7589, Team,Tarleton State,UAC,passing,TD,0
2024,-7589, Team,Tarleton State,UAC,passing,YDS,0
2024,-7589, Team,Tarleton State,UAC,passing,YPA,0.0
2024,-7579, Team,Syracuse,ACC,passing,ATT,2
2024,-7579, Team,Syracuse,ACC,passing,COMPLETIONS,0
2024,-7579, Team,Syracuse,ACC,passing,INT,0
2024,-7579, Team,Syracuse,ACC,passing,PCT,0.000
2024,-7579, Team,Syracuse,ACC,passing,TD,0
2024,-7579, Team,Syracuse,ACC,passing,YDS,0
2024,-7579, Team,Syracuse,ACC,passing,YPA,0.0
2024,-7567, Team,Missouri State,MVFC,passing,ATT,2
2024,-7567, Team,Missouri State,MVFC,passing,COMPLETIONS,0
2024,-7567, Team,Missouri State,MVFC,passing,INT,0
2024,-7567, Team,Missouri State,MVFC,passing,PCT,0.000
2024,-7567, Team,Missouri State,MVFC,passing,TD,0
2024,-7567, Team,Missouri State,MVFC,passing,YDS,0
2024,-7567, Team,Missouri State,MVFC,passing,YPA,0.0
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,ATT,1
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,COMPLETIONS,0
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,INT,0
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,PCT,0.000
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,TD,0
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,YDS,0
2024,-7517, Team,St. Thomas (MN),Pioneer,passing,YPA,0.0
2024,-7507, Team,Stony Brook,CAA,passing,ATT,1
2024,-7507, Team,Stony Brook,CAA,passing,COMPLETIONS,0
2024,-7507, Team,Stony Brook,CAA,passing,INT,0
2024,-7507, Team,Stony Brook,CAA,passing,PCT,0.000
2024,-7507, Team,Stony Brook,CAA,passing,TD,0
2024,-7507, Team,Stony Brook,CAA,passing,YDS,0
2024,-7507, Team,Stony Brook,CAA,passing,YPA,0.0
2024,-7422, Team,Stanford,ACC,passing,ATT,1
2024,-7422, Team,Stanford,ACC,passing,COMPLETIONS,0
2024,-7422, Team,Stanford,ACC,passing,INT,0
2024,-7422, Team,Stanford,ACC,passing,PCT,0.000
2024,-7422, Team,Stanford,ACC,passing,TD,0
2024,-7422, Team,Stanford,ACC,passing,YDS,0
2024,-7422, Team,Stanford,ACC,passing,YPA,0.0
2024,-7376, Team,South Florida,American Athletic,passing,ATT,4
2024,-7376, Team,South Florida,American Athletic,passing,COMPLETIONS,0
2024,-7376, Team,South Florida,American Athletic,passing,INT,0
2024,-7376, Team,South Florida,American Athletic,passing,PCT,0.000
2024,-7376, Team,South Florida,American Athletic,passing,TD,0
2024,-7376, Team,South Florida,American Athletic,passing,YDS,0
2024,-7376, Team,South Florida,American Athletic,passing,YPA,0.0
2024,-7361, Team,South Dakota State,MVFC,passing,ATT,3
2024,-7361, Team,South Dakota State,MVFC,passing,COMPLETIONS,0
2024,-7361, Team,South Dakota State,MVFC,passing,INT,0
2024,-7361, Team,South Dakota State,MVFC,passing,PCT,0.000
2024,-7361, Team,South Dakota State,MVFC,passing,TD,0
2024,-7361, Team,South Dakota State,MVFC,passing,YDS,0
2024,-7361, Team,South Dakota State,MVFC,passing,YPA,0.0
2024,-7358, Team,South Dakota,MVFC,passing,ATT,1
2024,-7358, Team,South Dakota,MVFC,passing,COMPLETIONS,0
2024,-7358, Team,South Dakota,MVFC,passing,INT,0
2024,-7358, Team,South Dakota,MVFC,passing,PCT,0.000
2024,-7358, Team,South Dakota,MVFC,passing,TD,0
2024,-7358, Team,South Dakota,MVFC,passing,YDS,0
2024,-7358, Team,South Dakota,MVFC,passing,YPA,0.0
2024,-7355, Team,South Carolina State,MEAC,passing,ATT,1
2024,-7355, Team,South Carolina State,MEAC,passing,COMPLETIONS,0
2024,-7355, Team,South Carolina State,MEAC,passing,INT,0
2024,-7355, Team,South Carolina State,MEAC,passing,PCT,0.000
2024,-7355, Team,South Carolina State,MEAC,passing,TD,0
2024,-7355, Team,South Carolina State,MEAC,passing,YDS,0
2024,-7355, Team,South Carolina State,MEAC,passing,YPA,0.0
2024,-7352, Team,South Carolina,SEC,passing,ATT,1
2024,-7352, Team,South Carolina,SEC,passing,COMPLETIONS,0
2024,-7352, Team,South Carolina,SEC,passing,INT,0
2024,-7352, Team,South Carolina,SEC,passing,PCT,0.000
2024,-7352, Team,South Carolina,SEC,passing,TD,0
2024,-7352, Team,South Carolina,SEC,passing,YDS,0
2024,-7352, Team,South Carolina,SEC,passing,YPA,0.0
2024,-7347, Team,SMU,ACC,passing,ATT,1
2024,-7347, Team,SMU,ACC,passing,COMPLETIONS,0
2024,-7347, Team,SMU,ACC,passing,INT,0
2024,-7347, Team,SMU,ACC,passing,PCT,0.000
2024,-7347, Team,SMU,ACC,passing,TD,0
2024,-7347, Team,SMU,ACC,passing,YDS,0
2024,-7347, Team,SMU,ACC,passing,YPA,0.0
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,ATT,2
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,COMPLETIONS,0
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,INT,0
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,PCT,0.000
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,TD,0
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,YDS,0
2024,-7307, Team,Southeast Missouri State,Big South-OVC,passing,YPA,0.0
2024,-7244, Team,Sacramento State,Big Sky,passing,ATT,1
2024,-7244, Team,Sacramento State,Big Sky,passing,COMPLETIONS,0
2024,-7244, Team,Sacramento State,Big Sky,passing,INT,0
2024,-7244, Team,Sacramento State,Big Sky,passing,PCT,0.000
2024,-7244, Team,Sacramento State,Big Sky,passing,TD,0
2024,-7244, Team,Sacramento State,Big Sky,passing,YDS,0
2024,-7244, Team,Sacramento State,Big Sky,passing,YPA,0.0
2024,-7208, Team,Robert Morris,NEC,passing,ATT,1
2024,-7208, Team,Robert Morris,NEC,passing,COMPLETIONS,0
2024,-7208, Team,Robert Morris,NEC,passing,INT,0
2024,-7208, Team,Robert Morris,NEC,passing,PCT,0.000
2024,-7208, Team,Robert Morris,NEC,passing,TD,0
2024,-7208, Team,Robert Morris,NEC,passing,YDS,0
2024,-7208, Team,Robert Morris,NEC,passing,YPA,0.0
2024,-7190, Team,Richmond,CAA,passing,ATT,1
2024,-7190, Team,Richmond,CAA,passing,COMPLETIONS,0
2024,-7190, Team,Richmond,CAA,passing,INT,0
2024,-7190, Team,Richmond,CAA,passing,PCT,0.000
2024,-7190, Team,Richmond,CAA,passing,TD,0
2024,-7190, Team,Richmond,CAA,passing,YDS,0
2024,-7190, Team,Richmond,CAA,passing,YPA,0.0
2024,-7159, Team,Prairie View A&M,SWAC,passing,ATT,1
2024,-7159, Team,Prairie View A&M,SWAC,passing,COMPLETIONS,0
2024,-7159, Team,Prairie View A&M,SWAC,passing,INT,0
2024,-7159, Team,Prairie View A&M,SWAC,passing,PCT,0.000
2024,-7159, Team,Prairie View A&M,SWAC,passing,TD,0
2024,-7159, Team,Prairie View A&M,SWAC,passing,YDS,0
2024,-7159, Team,Prairie View A&M,SWAC,passing,YPA,0.0
2024,-7156, Team,Purdue,Big Ten,passing,ATT,1
2024,-7156, Team,Purdue,Big Ten,passing,COMPLETIONS,0
2024,-7156, Team,Purdue,Big Ten,passing,INT,0
2024,-7156, Team,Purdue,Big Ten,passing,PCT,0.000
2024,-7156, Team,Purdue,Big Ten,passing,TD,0
2024,-7156, Team,Purdue,Big Ten,passing,YDS,0
2024,-7156, Team,Purdue,Big Ten,passing,YPA,0.0
2024,-7045, Team,Oregon,Big Ten,passing,ATT,2
2024,-7045, Team,Oregon,Big Ten,passing,COMPLETIONS,0
2024,-7045, Team,Oregon,Big Ten,passing,INT,0
2024,-7045, Team,Oregon,Big Ten,passing,PCT,0.000
2024,-7045, Team,Oregon,Big Ten,passing,TD,0
2024,-7045, Team,Oregon,Big Ten,passing,YDS,0
2024,-7045, Team,Oregon,Big Ten,passing,YPA,0.0
2024,-7034, Team,Ole Miss,SEC,passing,ATT,1
2024,-7034, Team,Ole Miss,SEC,passing,COMPLETIONS,0
2024,-7034, Team,Ole Miss,SEC,passing,INT,0
2024,-7034, Team,Ole Miss,SEC,passing,PCT,0.000
2024,-7034, Team,Ole Miss,SEC,passing,TD,0
2024,-7034, Team,Ole Miss,SEC,passing,YDS,0
2024,-7034, Team,Ole Miss,SEC,passing,YPA,0.0
2024,-7006, Team,Ohio,Mid-American,passing,ATT,1
2024,-7006, Team,Ohio,Mid-American,passing,COMPLETIONS,0
2024,-7006, Team,Ohio,Mid-American,passing,INT,0
2024,-7006, Team,Ohio,Mid-American,passing,PCT,0.000
2024,-7006, Team,Ohio,Mid-American,passing,TD,0
2024,-7006, Team,Ohio,Mid-American,passing,YDS,0
2024,-7006, Team,Ohio,Mid-American,passing,YPA,0.0
2024,-6965, Team,Notre Dame,FBS Independents,passing,ATT,3
2024,-6965, Team,Notre Dame,FBS Independents,passing,COMPLETIONS,0
2024,-6965, Team,Notre Dame,FBS Independents,passing,INT,0
2024,-6965, Team,Notre Dame,FBS Independents,passing,PCT,0.000
2024,-6965, Team,Notre Dame,FBS Independents,passing,TD,0
2024,-6965, Team,Notre Dame,FBS Independents,passing,YDS,0
2024,-6965, Team,Notre Dame,FBS Independents,passing,YPA,0.0
2024,-6952, Team,North Texas,American Athletic,passing,ATT,3
2024,-6952, Team,North Texas,American Athletic,passing,COMPLETIONS,0
2024,-6952, Team,North Texas,American Athletic,passing,INT,0
2024,-6952, Team,North Texas,American Athletic,passing,PCT,0.000
2024,-6952, Team,North Texas,American Athletic,passing,TD,0
2024,-6952, Team,North Texas,American Athletic,passing,YDS,0
2024,-6952, Team,North Texas,American Athletic,passing,YPA,0.0
2024,-6923, Team,Northern Illinois,Mid-American,passing,ATT,2
2024,-6923, Team,Northern Illinois,Mid-American,passing,COMPLETIONS,0
2024,-6923, Team,Northern Illinois,Mid-American,passing,INT,0
2024,-6923, Team,Northern Illinois,Mid-American,passing,PCT,0.000
2024,-6923, Team,Northern Illinois,Mid-American,passing,TD,0
2024,-6923, Team,Northern Illinois,Mid-American,passing,YDS,0
2024,-6923, Team,Northern Illinois,Mid-American,passing,YPA,0.0
2024,-6904, Team,North Dakota State,MVFC,passing,ATT,3
2024,-6904, Team,North Dakota State,MVFC,passing,COMPLETIONS,0
2024,-6904, Team,North Dakota State,MVFC,passing,INT,0
2024,-6904, Team,North Dakota State,MVFC,passing,PCT,0.000
2024,-6904, Team,North Dakota State,MVFC,passing,TD,0
2024,-6904, Team,North Dakota State,MVFC,passing,YDS,0
2024,-6904, Team,North Dakota State,MVFC,passing,YPA,0.0
2024,-6901, Team,Northern Colorado,Big Sky,passing,ATT,1
2024,-6901, Team,Northern Colorado,Big Sky,passing,COMPLETIONS,0
2024,-6901, Team,Northern Colorado,Big Sky,passing,INT,0
2024,-6901, Team,Northern Colorado,Big Sky,passing,PCT,0.000
2024,-6901, Team,Northern Colorado,Big Sky,passing,TD,0
2024,-6901, Team,Northern Colorado,Big Sky,passing,YDS,0
2024,-6901, Team,Northern Colorado,Big Sky,passing,YPA,0.0
2024,-6854, Team,Nevada,Mountain West,passing,ATT,2
2024,-6854, Team,Nevada,Mountain West,passing,COMPLETIONS,0
2024,-6854, Team,Nevada,Mountain West,passing,INT,0
2024,-6854, Team,Nevada,Mountain West,passing,PCT,0.000
2024,-6854, Team,Nevada,Mountain West,passing,TD,0
2024,-6854, Team,Nevada,Mountain West,passing,YDS,0
2024,-6854, Team,Nevada,Mountain West,passing,YPA,0.0
2024,-6842, Team,Nebraska,Big Ten,passing,ATT,2
2024,-6842, Team,Nebraska,Big Ten,passing,COMPLETIONS,0
2024,-6842, Team,Nebraska,Big Ten,passing,INT,0
2024,-6842, Team,Nebraska,Big Ten,passing,PCT,0.000
2024,-6842, Team,Nebraska,Big Ten,passing,TD,0
2024,-6842, Team,Nebraska,Big Ten,passing,YDS,0
2024,-6842, Team,Nebraska,Big Ten,passing,YPA,0.0
2024,-6729, Team,Montana,Big Sky,passing,ATT,1
2024,-6729, Team,Montana,Big Sky,passing,COMPLETIONS,0
2024,-6729, Team,Montana,Big Sky,passing,INT,0
2024,-6729, Team,Montana,Big Sky,passing,PCT,0.000
2024,-6729, Team,Montana,Big Sky,passing,TD,0
2024,-6729, Team,Montana,Big Sky,passing,YDS,0
2024,-6729, Team,Montana,Big Sky,passing,YPA,0.0
2024,-6685, Team,Minnesota,Big Ten,passing,ATT,2
2024,-6685, Team,Minnesota,Big Ten,passing,COMPLETIONS,0
2024,-6685, Team,Minnesota,Big Ten,passing,INT,0
2024,-6685, Team,Minnesota,Big Ten,passing,PCT,0.000
2024,-6685, Team,Minnesota,Big Ten,passing,TD,0
2024,-6685, Team,Minnesota,Big Ten,passing,YDS,0
2024,-6685, Team,Minnesota,Big Ten,passing,YPA,0.0
2024,-6544, Team,Maryland,Big Ten,passing,ATT,2
2024,-6544, Team,Maryland,Big Ten,passing,COMPLETIONS,0
2024,-6544, Team,Maryland,Big Ten,passing,INT,0
2024,-6544, Team,Maryland,Big Ten,passing,PCT,0.000
2024,-6544, Team,Maryland,Big Ten,passing,TD,0
2024,-6544, Team,Maryland,Big Ten,passing,YDS,0
2024,-6544, Team,Maryland,Big Ten,passing,YPA,0.0
2024,-6499, Team,Maine,CAA,passing,ATT,1
2024,-6499, Team,Maine,CAA,passing,COMPLETIONS,0
2024,-6499, Team,Maine,CAA,passing,INT,0
2024,-6499, Team,Maine,CAA,passing,PCT,0.000
2024,-6499, Team,Maine,CAA,passing,TD,0
2024,-6499, Team,Maine,CAA,passing,YDS,0
2024,-6499, Team,Maine,CAA,passing,YPA,0.0
2024,-6455, Team,Louisville,ACC,passing,ATT,1
2024,-6455, Team,Louisville,ACC,passing,COMPLETIONS,0
2024,-6455, Team,Louisville,ACC,passing,INT,0
2024,-6455, Team,Louisville,ACC,passing,PCT,0.000
2024,-6455, Team,Louisville,ACC,passing,TD,0
2024,-6455, Team,Louisville,ACC,passing,YDS,0
2024,-6455, Team,Louisville,ACC,passing,YPA,0.0
2024,-6384, Team,Louisiana Tech,Conference USA,passing,ATT,1
2024,-6384, Team,Louisiana Tech,Conference USA,passing,COMPLETIONS,0
2024,-6384, Team,Louisiana Tech,Conference USA,passing,INT,0
2024,-6384, Team,Louisiana Tech,Conference USA,passing,PCT,0.000
2024,-6384, Team,Louisiana Tech,Conference USA,passing,TD,0
2024,-6384, Team,Louisiana Tech,Conference USA,passing,YDS,0
2024,-6384, Team,Louisiana Tech,Conference USA,passing,YPA,0.0
2024,-6360, Team,Louisiana,Sun Belt,passing,ATT,1
2024,-6360, Team,Louisiana,Sun Belt,passing,COMPLETIONS,0
2024,-6360, Team,Louisiana,Sun Belt,passing,INT,0
2024,-6360, Team,Louisiana,Sun Belt,passing,PCT,0.000
2024,-6360, Team,Louisiana,Sun Belt,passing,TD,0
2024,-6360, Team,Louisiana,Sun Belt,passing,YDS,0
2024,-6360, Team,Louisiana,Sun Belt,passing,YPA,0.0
2024,-6346, Team,Lafayette,Patriot,passing,ATT,1
2024,-6346, Team,Lafayette,Patriot,passing,COMPLETIONS,0
2024,-6346, Team,Lafayette,Patriot,passing,INT,0
2024,-6346, Team,Lafayette,Patriot,passing,PCT,0.000
2024,-6346, Team,Lafayette,Patriot,passing,TD,0
2024,-6346, Team,Lafayette,Patriot,passing,YDS,0
2024,-6346, Team,Lafayette,Patriot,passing,YPA,0.0
2024,-6315, Team,Kentucky,SEC,passing,ATT,1
2024,-6315, Team,Kentucky,SEC,passing,COMPLETIONS,0
2024,-6315, Team,Kentucky,SEC,passing,INT,0
2024,-6315, Team,Kentucky,SEC,passing,PCT,0.000
2024,-6315, Team,Kentucky,SEC,passing,TD,0
2024,-6315, Team,Kentucky,SEC,passing,YDS,0
2024,-6315, Team,Kentucky,SEC,passing,YPA,0.0
2024,-6271, Team,Jacksonville State,Conference USA,passing,ATT,1
2024,-6271, Team,Jacksonville State,Conference USA,passing,COMPLETIONS,0
2024,-6271, Team,Jacksonville State,Conference USA,passing,INT,0
2024,-6271, Team,Jacksonville State,Conference USA,passing,PCT,0.000
